Reach to Deadlock States:
----------------------------------------------------------------------
| No. | State       | Previous State | Transition           |
| 2478 | (3, 1, 2, 2) | (3, 1, 1, 1) | t(4,2)               |
| 2479 | (3, 1, 2, 3) | (3, 1, 2, 2) | t(4,3)               |
| 2480 | (3, 1, 2, 4) | (3, 1, 2, 3) | t(4,4)               |
| 2481 | (3, 1, 2, 5) | (3, 1, 2, 4) | t(4,5)               |
| 2482 | (3, 1, 2, 0) | (3, 1, 2, 5) | t(4,0)               |
| 2483 | (3, 1, 1, 3) | (3, 1, 1, 2) | t(4,3)               |
| 2484 | (3, 1, 1, 4) | (3, 1, 1, 3) | t(4,4)               |
| 2485 | (3, 1, 1, 5) | (3, 1, 1, 4) | t(4,5)               |
| 2486 | (3, 1, 0, 2) | (3, 1, 0, 1) | t(4,2)               |
| 2487 | (3, 1, 5, 1) | (3, 1, 5, 0) | t(4,1)               |
| 2488 | (3, 1, 5, 2) | (3, 1, 5, 1) | t(4,2)               |
| 2489 | (3, 1, 4, 0) | (3, 1, 4, 5) | t(4,0)               |
| 2490 | (3, 1, 4, 1) | (3, 1, 4, 0) | t(4,1)               |
| 2491 | (3, 1, 4, 2) | (3, 1, 4, 1) | t(4,2)               |
| 2492 | (2, 1, 5, 0) | (2, 1, 4, 5) | t(4,0)               |
| 2493 | (2, 1, 0, 5) | (2, 1, 5, 4) | t(4,5)               |
| 2494 | (2, 1, 0, 0) | (2, 1, 5, 5) | t(4,0)               |
| 2495 | (2, 1, 0, 1) | (2, 1, 5, 0) | t(4,1)               |
| 2496 | (2, 1, 1, 0) | (2, 1, 0, 5) | t(4,0)               |
| 2497 | (2, 1, 3, 2) | (2, 1, 2, 1) | t(4,2)               |
| 2498 | (2, 1, 0, 4) | (2, 1, 5, 3) | t(4,4)               |
| 2499 | (2, 1, 1, 5) | (2, 1, 0, 4) | t(4,5)               |
| 2500 | (2, 1, 2, 0) | (2, 1, 1, 5) | t(4,0)               |
| 2501 | (2, 1, 3, 1) | (2, 1, 2, 0) | t(4,1)               |
| 2502 | (2, 1, 4, 2) | (2, 1, 3, 2) | t(3,4)               |
| 2503 | (2, 1, 5, 2) | (2, 1, 4, 1) | t(4,2)               |
| 2504 | (2, 1, 1, 4) | (2, 1, 0, 3) | t(4,4)               |
| 2505 | (2, 1, 2, 5) | (2, 1, 1, 4) | t(4,5)               |
| 2506 | (2, 1, 3, 0) | (2, 1, 2, 5) | t(4,0)               |
| 2507 | (2, 1, 4, 1) | (2, 1, 3, 1) | t(3,4)               |
| 2508 | (2, 1, 5, 1) | (2, 1, 4, 0) | t(4,1)               |
| 2509 | (2, 1, 2, 4) | (2, 1, 1, 3) | t(4,4)               |
| 2510 | (2, 1, 3, 5) | (2, 1, 2, 4) | t(4,5)               |
| 2511 | (2, 1, 4, 0) | (2, 1, 3, 0) | t(3,4)               |
| 2512 | (1, 1, 4, 5) | (1, 1, 3, 5) | t(3,4)               |
| 2513 | (1, 1, 5, 4) | (1, 1, 4, 3) | t(4,4)               |
| 2514 | (1, 1, 5, 5) | (1, 1, 4, 4) | t(4,5)               |
| 2515 | (1, 1, 5, 0) | (1, 1, 4, 0) | t(3,5)               |
| 2516 | (1, 1, 0, 5) | (1, 1, 5, 4) | t(4,5)               |
| 2517 | (1, 1, 2, 0) | (1, 1, 1, 5) | t(4,0)               |
| 2518 | (1, 1, 3, 1) | (1, 1, 2, 0) | t(4,1)               |
| 2519 | (1, 1, 0, 4) | (1, 1, 5, 3) | t(4,4)               |
| 2520 | (1, 1, 1, 5) | (1, 1, 0, 5) | t(3,1)               |
| 2521 | (1, 1, 2, 5) | (1, 1, 1, 4) | t(4,5)               |
| 2522 | (1, 1, 3, 0) | (1, 1, 2, 5) | t(4,0)               |
| 2523 | (1, 1, 4, 1) | (1, 1, 3, 0) | t(4,1)               |
| 2524 | (1, 1, 1, 4) | (1, 1, 0, 4) | t(3,1)               |
| 2525 | (1, 1, 2, 4) | (1, 1, 1, 3) | t(4,4)               |
| 2526 | (1, 1, 3, 5) | (1, 1, 2, 4) | t(4,5)               |
| 2527 | (1, 1, 4, 0) | (1, 1, 3, 5) | t(4,0)               |
| 2528 | (0, 1, 3, 0) | (0, 1, 2, 5) | t(4,0)               |
| 2529 | (0, 0, 2, 1) | (10, 0, 1, 0) | t(4,1)               |
| 2530 | (0, 0, 2, 2) | (10, 0, 1, 1) | t(4,2)               |
| 2531 | (0, 0, 2, 3) | (0, 0, 1, 3) | t(3,2)               |
| 2532 | (0, 0, 3, 3) | (0, 0, 2, 3) | t(3,3)               |
| 2533 | (1, 0, 2, 2) | (0, 0, 1, 1) | t(4,2)               |
| 2534 | (1, 0, 2, 3) | (1, 0, 1, 2) | t(4,3)               |
| 2535 | (1, 0, 3, 2) | (0, 0, 2, 1) | t(4,2)               |
| 2536 | (1, 0, 3, 3) | (0, 0, 2, 2) | t(4,3)               |
| 2537 | (1, 0, 3, 4) | (1, 0, 2, 3) | t(4,4)               |
| 2538 | (1, 0, 4, 3) | (0, 0, 3, 3) | t(3,4)               |
| 2539 | (1, 0, 4, 4) | (1, 0, 3, 4) | t(3,4)               |
| 2540 | (2, 0, 3, 4) | (2, 0, 3, 3) | t(4,4)               |
| 2541 | (2, 0, 4, 5) | (2, 0, 3, 4) | t(4,5)               |
| 2542 | (2, 0, 5, 5) | (1, 0, 4, 5) | t(3,5)               |
| 2543 | (3, 0, 4, 5) | (3, 0, 4, 4) | t(4,5)               |
| 2544 | (3, 0, 5, 5) | (2, 0, 4, 4) | t(4,5)               |
| 2545 | (3, 0, 0, 5) | (2, 0, 5, 5) | t(3,0)               |
| 2546 | (4, 0, 5, 5) | (3, 0, 5, 4) | t(4,5)               |
| 2547 | (4, 0, 0, 5) | (4, 0, 0, 4) | t(4,5)               |
| 2548 | (1, 0, 2, 1) | (0, 0, 1, 0) | t(4,1)               |
| 2549 | (2, 0, 2, 2) | (2, 0, 2, 1) | t(4,2)               |
| 2550 | (2, 0, 2, 3) | (2, 0, 2, 2) | t(4,3)               |
| 2551 | (2, 0, 3, 5) | (2, 0, 2, 4) | t(4,5)               |
| 2552 | (2, 0, 4, 0) | (2, 0, 3, 0) | t(3,4)               |
| 2553 | (2, 0, 5, 0) | (1, 0, 4, 0) | t(3,5)               |
| 2554 | (3, 0, 4, 0) | (3, 0, 4, 5) | t(4,0)               |
| 2555 | (3, 0, 1, 1) | (3, 0, 1, 0) | t(4,1)               |
| 2556 | (3, 0, 1, 2) | (2, 0, 0, 2) | t(3,1)               |
| 2557 | (6, 0, 2, 5) | (5, 0, 2, 5) | t(1,6)               |
| 2558 | (7, 0, 4, 5) | (6, 0, 3, 5) | t(3,4)               |
| 2559 | (7, 0, 5, 5) | (6, 0, 4, 5) | t(3,5)               |
| 2560 | (8, 0, 5, 5) | (7, 0, 4, 5) | t(3,5)               |
| 2561 | (9, 0, 5, 5) | (8, 0, 4, 5) | t(3,5)               |
| 2562 | (0, 0, 2, 0) | (10, 0, 2, 5) | t(4,0)               |
| 2563 | (1, 0, 3, 1) | (1, 0, 3, 0) | t(4,1)               |
| 2564 | (1, 0, 4, 2) | (0, 0, 3, 1) | t(4,2)               |
| 2565 | (5, 0, 0, 5) | (4, 0, 0, 4) | t(4,5)               |
| 2566 | (1, 0, 5, 0) | (1, 0, 4, 0) | t(3,5)               |
| 2567 | (2, 0, 0, 1) | (2, 0, 5, 1) | t(3,0)               |
| 2568 | (2, 0, 0, 2) | (2, 0, 5, 2) | t(3,0)               |
| 2569 | (2, 0, 1, 1) | (2, 0, 1, 0) | t(4,1)               |
| 2570 | (2, 0, 1, 2) | (1, 0, 0, 1) | t(4,2)               |
| 2571 | (2, 0, 1, 3) | (2, 0, 0, 2) | t(4,3)               |
| 2572 | (3, 0, 1, 3) | (3, 0, 0, 2) | t(4,3)               |
| 2573 | (3, 0, 2, 4) | (2, 0, 1, 3) | t(4,4)               |
| 2574 | (6, 0, 5, 5) | (5, 0, 4, 4) | t(4,5)               |
| 2575 | (10, 0, 2, 5) | (9, 0, 1, 4) | t(4,5)               |
| 2576 | (0, 0, 3, 0) | (10, 0, 2, 5) | t(4,0)               |
| 2577 | (1, 0, 4, 1) | (0, 0, 3, 0) | t(4,1)               |
| 2578 | (1, 0, 5, 3) | (1, 0, 5, 2) | t(4,3)               |
| 2579 | (2, 0, 0, 3) | (1, 0, 5, 2) | t(4,3)               |
| 2580 | (2, 0, 0, 4) | (2, 0, 5, 4) | t(3,0)               |
| 2581 | (3, 0, 1, 4) | (2, 0, 0, 3) | t(4,4)               |
| 2582 | (3, 0, 1, 5) | (2, 0, 1, 4) | t(4,5)               |
| 2583 | (10, 0, 5, 5) | (10, 0, 4, 5) | t(3,5)               |
| 2584 | (0, 0, 0, 5) | (0, 0, 5, 5) | t(3,0)               |
| 2585 | (0, 0, 1, 5) | (10, 0, 0, 4) | t(4,5)               |
| 2586 | (1, 0, 2, 0) | (0, 0, 1, 5) | t(4,0)               |
| 2587 | (2, 0, 2, 1) | (2, 0, 2, 0) | t(4,1)               |
| 2588 | (2, 0, 3, 1) | (1, 0, 2, 1) | t(3,3)               |
| 2589 | (2, 0, 4, 1) | (2, 0, 3, 1) | t(3,4)               |
| 2590 | (2, 0, 5, 1) | (1, 0, 4, 1) | t(3,5)               |
| 2591 | (0, 0, 0, 4) | (0, 0, 5, 4) | t(3,0)               |
| 2592 | (0, 0, 1, 4) | (0, 0, 0, 4) | t(3,1)               |
| 2593 | (0, 0, 2, 5) | (10, 0, 2, 5) | t(1,0)               |
| 2594 | (1, 0, 1, 5) | (1, 0, 0, 5) | t(3,1)               |
| 2595 | (1, 0, 2, 5) | (1, 0, 1, 5) | t(3,2)               |
| 2596 | (1, 0, 3, 0) | (1, 0, 2, 5) | t(4,0)               |
| 2597 | (2, 0, 2, 0) | (2, 0, 2, 5) | t(4,0)               |
| 2598 | (2, 0, 3, 0) | (1, 0, 2, 0) | t(3,3)               |
| 2599 | (4, 0, 4, 4) | (4, 0, 3, 3) | t(4,4)               |
| 2600 | (5, 0, 5, 5) | (4, 0, 5, 5) | t(1,5)               |
| 2601 | (1, 0, 0, 3) | (1, 0, 0, 2) | t(4,3)               |
| 2602 | (2, 0, 1, 4) | (2, 0, 1, 3) | t(4,4)               |
| 2603 | (3, 0, 2, 5) | (3, 0, 2, 4) | t(4,5)               |
| 2604 | (4, 0, 4, 0) | (4, 0, 3, 0) | t(3,4)               |
| 2605 | (0, 0, 3, 5) | (10, 0, 2, 5) | t(3,3)               |
| 2606 | (1, 0, 4, 0) | (1, 0, 3, 5) | t(4,0)               |
| 2607 | (2, 0, 2, 4) | (2, 0, 1, 3) | t(4,4)               |
| 2608 | (3, 0, 2, 0) | (3, 0, 2, 5) | t(4,0)               |
| 2609 | (2, 0, 2, 5) | (2, 0, 2, 4) | t(4,5)               |
| 2610 | (2, 0, 1, 5) | (2, 0, 1, 4) | t(4,5)               |
| 2611 | (3, 0, 1, 0) | (3, 0, 1, 5) | t(4,0)               |
| 2612 | (2, 0, 1, 0) | (2, 0, 1, 5) | t(4,0)               |
| 2613 | (1, 0, 1, 3) | (1, 0, 0, 2) | t(4,3)               |
| 2614 | (1, 0, 1, 4) | (1, 0, 0, 4) | t(3,1)               |
| 2615 | (1, 0, 2, 4) | (1, 0, 1, 3) | t(4,4)               |
| 2616 | (1, 0, 3, 5) | (1, 0, 2, 4) | t(4,5)               |
| 2617 | (1, 0, 4, 5) | (1, 0, 3, 4) | t(4,5)               |
| 2618 | (2, 0, 0, 0) | (2, 0, 5, 0) | t(3,0)               |
| 2619 | (1, 0, 5, 5) | (1, 0, 4, 5) | t(3,5)               |
| 2620 | (2, 0, 0, 5) | (2, 0, 5, 5) | t(3,0)               |
| 2621 | (1, 0, 0, 5) | (1, 0, 5, 5) | t(3,0)               |
| 2622 | (1, 0, 5, 4) | (1, 0, 4, 4) | t(3,5)               |
| 2623 | (1, 0, 0, 4) | (1, 0, 5, 4) | t(3,0)               |
| 2624 | (0, 0, 4, 5) | (0, 0, 3, 5) | t(3,4)               |
| 2625 | (0, 0, 5, 5) | (0, 0, 4, 5) | t(3,5)               |
| 2626 | (0, 0, 2, 4) | (0, 0, 1, 4) | t(3,2)               |
| 2627 | (0, 0, 3, 4) | (10, 0, 2, 4) | t(3,3)               |
| 2628 | (0, 0, 4, 4) | (0, 0, 3, 4) | t(3,4)               |
| 2629 | (0, 0, 5, 4) | (0, 0, 4, 4) | t(3,5)               |
| 2630 | (4, 0, 4, 5) | (4, 0, 4, 4) | t(4,5)               |
| 2631 | (0, 0, 5, 3) | (0, 0, 4, 3) | t(3,5)               |
| 2632 | (0, 0, 0, 3) | (0, 0, 5, 2) | t(4,3)               |
| 2633 | (0, 0, 1, 3) | (0, 0, 0, 3) | t(3,1)               |
| 2634 | (0, 0, 4, 3) | (0, 0, 3, 3) | t(3,4)               |
| 2635 | (4, 8, 4, 0) | (4, 7, 4, 0) | t(2,8)               |
| 2636 | (4, 8, 4, 5) | (3, 8, 4, 5) | t(1,4)               |
| 2637 | (10, 8, 2, 5) | (10, 8, 1, 5) | t(3,2)               |
| 2638 | (0, 8, 3, 0) | (0, 8, 2, 0) | t(3,3)               |
| 2639 | (0, 8, 3, 1) | (10, 8, 2, 0) | t(4,1)               |
| 2640 | (0, 8, 4, 2) | (10, 8, 3, 2) | t(3,4)               |
| 2641 | (0, 8, 5, 2) | (10, 8, 4, 1) | t(4,2)               |
| 2642 | (1, 8, 4, 1) | (1, 8, 3, 1) | t(3,4)               |
| 2643 | (1, 8, 4, 2) | (0, 8, 3, 1) | t(4,2)               |
| 2644 | (1, 8, 5, 1) | (1, 8, 4, 0) | t(4,1)               |
| 2645 | (1, 8, 5, 2) | (0, 8, 4, 1) | t(4,2)               |
| 2646 | (1, 8, 5, 3) | (0, 8, 4, 3) | t(3,5)               |
| 2647 | (1, 8, 0, 2) | (1, 8, 5, 1) | t(4,2)               |
| 2648 | (1, 8, 0, 3) | (0, 8, 5, 2) | t(4,3)               |
| 2649 | (2, 8, 0, 2) | (2, 8, 5, 1) | t(4,2)               |
| 2650 | (2, 8, 0, 3) | (1, 8, 5, 2) | t(4,3)               |
| 2651 | (2, 8, 0, 4) | (1, 8, 5, 4) | t(3,0)               |
| 2652 | (2, 8, 1, 3) | (2, 8, 0, 2) | t(4,3)               |
| 2653 | (2, 8, 1, 4) | (1, 8, 0, 3) | t(4,4)               |
| 2654 | (3, 8, 0, 4) | (2, 8, 5, 3) | t(4,4)               |
| 2655 | (3, 8, 1, 3) | (2, 8, 0, 2) | t(4,3)               |
| 2656 | (3, 8, 1, 4) | (2, 8, 0, 3) | t(4,4)               |
| 2657 | (4, 8, 1, 4) | (3, 8, 0, 4) | t(3,1)               |
| 2658 | (5, 8, 4, 4) | (4, 8, 4, 3) | t(4,4)               |
| 2659 | (6, 8, 3, 4) | (5, 8, 2, 4) | t(3,3)               |
| 2660 | (6, 8, 4, 4) | (5, 8, 3, 3) | t(4,4)               |
| 2661 | (9, 8, 0, 5) | (8, 8, 5, 4) | t(4,5)               |
| 2662 | (10, 8, 1, 0) | (9, 8, 0, 5) | t(4,0)               |
| 2663 | (10, 8, 1, 1) | (9, 8, 0, 0) | t(4,1)               |
| 2664 | (10, 8, 2, 2) | (10, 8, 1, 1) | t(4,2)               |
| 2665 | (10, 8, 3, 2) | (10, 8, 2, 2) | t(3,3)               |
| 2666 | (0, 8, 2, 1) | (10, 8, 1, 0) | t(4,1)               |
| 2667 | (0, 8, 2, 2) | (10, 8, 1, 1) | t(4,2)               |
| 2668 | (0, 8, 3, 2) | (10, 8, 2, 1) | t(4,2)               |
| 2669 | (0, 8, 3, 3) | (0, 8, 2, 3) | t(3,3)               |
| 2670 | (0, 8, 4, 3) | (0, 8, 3, 3) | t(3,4)               |
| 2671 | (1, 8, 3, 2) | (0, 8, 2, 1) | t(4,2)               |
| 2672 | (1, 8, 3, 3) | (0, 8, 2, 2) | t(4,3)               |
| 2673 | (1, 8, 4, 3) | (0, 8, 3, 2) | t(4,3)               |
| 2674 | (1, 8, 4, 4) | (1, 8, 3, 4) | t(3,4)               |
| 2675 | (1, 8, 5, 4) | (1, 8, 4, 4) | t(3,5)               |
| 2676 | (2, 8, 4, 4) | (2, 8, 3, 3) | t(4,4)               |
| 2677 | (2, 8, 5, 4) | (1, 8, 4, 3) | t(4,4)               |
| 2678 | (2, 8, 0, 5) | (2, 8, 5, 5) | t(3,0)               |
| 2679 | (3, 8, 5, 4) | (2, 8, 4, 3) | t(4,4)               |
| 2680 | (10, 8, 0, 5) | (9, 8, 5, 4) | t(4,5)               |
| 2681 | (0, 8, 1, 0) | (10, 8, 0, 5) | t(4,0)               |
| 2682 | (0, 8, 1, 1) | (10, 8, 0, 0) | t(4,1)               |
| 2683 | (0, 8, 1, 2) | (0, 8, 0, 1) | t(4,2)               |
| 2684 | (1, 8, 1, 1) | (0, 8, 0, 0) | t(4,1)               |
| 2685 | (1, 8, 1, 2) | (1, 8, 0, 1) | t(4,2)               |
| 2686 | (1, 8, 2, 1) | (0, 8, 1, 0) | t(4,1)               |
| 2687 | (1, 8, 2, 2) | (0, 8, 1, 1) | t(4,2)               |
| 2688 | (1, 8, 2, 3) | (1, 8, 1, 2) | t(4,3)               |
| 2689 | (2, 8, 2, 3) | (2, 8, 2, 2) | t(4,3)               |
| 2690 | (2, 8, 3, 4) | (2, 8, 2, 3) | t(4,4)               |
| 2691 | (3, 8, 4, 4) | (3, 8, 4, 3) | t(4,4)               |
| 2692 | (10, 8, 4, 2) | (10, 8, 3, 2) | t(3,4)               |
| 2693 | (10, 8, 5, 2) | (10, 8, 4, 2) | t(3,5)               |
| 2694 | (0, 8, 5, 3) | (0, 8, 4, 3) | t(3,5)               |
| 2695 | (0, 8, 0, 2) | (0, 8, 5, 1) | t(4,2)               |
| 2696 | (0, 8, 0, 3) | (0, 8, 5, 3) | t(3,0)               |
| 2697 | (1, 8, 0, 4) | (1, 8, 5, 4) | t(3,0)               |
| 2698 | (1, 8, 1, 3) | (1, 8, 0, 2) | t(4,3)               |
| 2699 | (1, 8, 1, 4) | (1, 8, 0, 4) | t(3,1)               |
| 2700 | (2, 8, 1, 5) | (2, 8, 0, 5) | t(3,1)               |
| 2701 | (2, 8, 2, 4) | (2, 8, 1, 3) | t(4,4)               |
| 2702 | (2, 8, 2, 5) | (2, 8, 2, 4) | t(4,5)               |
| 2703 | (7, 8, 4, 4) | (6, 8, 3, 4) | t(3,4)               |
| 2704 | (7, 8, 5, 4) | (6, 8, 4, 4) | t(3,5)               |
| 2705 | (8, 8, 5, 4) | (7, 8, 4, 4) | t(3,5)               |
| 2706 | (8, 8, 0, 4) | (7, 8, 5, 4) | t(3,0)               |
| 2707 | (8, 8, 1, 4) | (8, 8, 0, 3) | t(4,4)               |
| 2708 | (9, 8, 0, 4) | (9, 8, 5, 3) | t(4,4)               |
| 2709 | (9, 8, 1, 4) | (9, 8, 0, 4) | t(3,1)               |
| 2710 | (10, 8, 1, 5) | (10, 8, 0, 4) | t(4,5)               |
| 2711 | (0, 8, 2, 0) | (0, 8, 1, 5) | t(4,0)               |
| 2712 | (1, 8, 3, 1) | (0, 8, 2, 1) | t(3,3)               |
| 2713 | (4, 8, 0, 4) | (3, 8, 5, 4) | t(3,0)               |
| 2714 | (5, 8, 1, 4) | (4, 8, 0, 4) | t(3,1)               |
| 2715 | (10, 8, 1, 2) | (10, 8, 0, 2) | t(3,1)               |
| 2716 | (0, 8, 2, 3) | (0, 8, 1, 2) | t(4,3)               |
| 2717 | (1, 8, 3, 4) | (1, 8, 2, 3) | t(4,4)               |
| 2718 | (4, 8, 5, 4) | (3, 8, 5, 3) | t(4,4)               |
| 2719 | (6, 8, 2, 4) | (5, 8, 1, 4) | t(3,2)               |
| 2720 | (7, 8, 2, 4) | (6, 8, 1, 4) | t(3,2)               |
| 2721 | (7, 8, 3, 4) | (6, 8, 2, 4) | t(3,3)               |
| 2722 | (8, 8, 3, 4) | (8, 8, 2, 4) | t(3,3)               |
| 2723 | (8, 8, 4, 4) | (7, 8, 3, 4) | t(3,4)               |
| 2724 | (9, 8, 4, 4) | (9, 8, 3, 4) | t(3,4)               |
| 2725 | (9, 8, 5, 4) | (8, 8, 4, 4) | t(3,5)               |
| 2726 | (10, 8, 5, 4) | (10, 8, 4, 4) | t(3,5)               |
| 2727 | (10, 8, 0, 4) | (9, 8, 5, 3) | t(4,4)               |
| 2728 | (0, 8, 0, 5) | (0, 8, 5, 5) | t(3,0)               |
| 2729 | (0, 8, 1, 5) | (10, 8, 0, 4) | t(4,5)               |
| 2730 | (1, 8, 1, 0) | (1, 8, 0, 0) | t(3,1)               |
| 2731 | (1, 8, 2, 0) | (0, 8, 1, 5) | t(4,0)               |
| 2732 | (2, 8, 2, 1) | (2, 8, 2, 0) | t(4,1)               |
| 2733 | (2, 8, 3, 1) | (1, 8, 2, 1) | t(3,3)               |
| 2734 | (8, 8, 2, 4) | (8, 8, 1, 4) | t(3,2)               |
| 2735 | (0, 8, 5, 5) | (0, 8, 4, 4) | t(4,5)               |
| 2736 | (1, 8, 0, 0) | (1, 8, 5, 5) | t(4,0)               |
| 2737 | (1, 8, 0, 1) | (1, 8, 5, 0) | t(4,1)               |
| 2738 | (2, 8, 1, 1) | (2, 8, 0, 1) | t(3,1)               |
| 2739 | (2, 8, 1, 2) | (2, 8, 0, 2) | t(3,1)               |
| 2740 | (2, 8, 3, 5) | (2, 8, 2, 4) | t(4,5)               |
| 2741 | (2, 8, 0, 0) | (2, 8, 5, 5) | t(4,0)               |
| 2742 | (2, 8, 0, 1) | (2, 8, 5, 1) | t(3,0)               |
| 2743 | (10, 8, 5, 3) | (10, 8, 4, 3) | t(3,5)               |
| 2744 | (10, 8, 0, 3) | (9, 8, 5, 3) | t(3,0)               |
| 2745 | (10, 8, 1, 4) | (10, 8, 0, 4) | t(3,1)               |
| 2746 | (0, 8, 0, 4) | (0, 8, 5, 4) | t(3,0)               |
| 2747 | (0, 8, 1, 4) | (0, 8, 0, 4) | t(3,1)               |
| 2748 | (0, 8, 2, 5) | (0, 8, 1, 4) | t(4,5)               |
| 2749 | (1, 8, 1, 5) | (1, 8, 0, 5) | t(3,1)               |
| 2750 | (1, 8, 2, 5) | (1, 8, 1, 5) | t(3,2)               |
| 2751 | (1, 8, 3, 0) | (1, 8, 2, 0) | t(3,3)               |
| 2752 | (2, 8, 2, 0) | (2, 8, 2, 5) | t(4,0)               |
| 2753 | (2, 8, 3, 0) | (1, 8, 2, 0) | t(3,3)               |
| 2754 | (1, 8, 4, 0) | (1, 8, 3, 0) | t(3,4)               |
| 2755 | (1, 8, 5, 0) | (1, 8, 4, 5) | t(4,0)               |
| 2756 | (1, 8, 2, 4) | (1, 8, 1, 3) | t(4,4)               |
| 2757 | (1, 8, 3, 5) | (1, 8, 2, 4) | t(4,5)               |
| 2758 | (1, 8, 4, 5) | (1, 8, 3, 5) | t(3,4)               |
| 2759 | (1, 8, 5, 5) | (1, 8, 4, 4) | t(4,5)               |
| 2760 | (2, 8, 1, 0) | (2, 8, 0, 0) | t(3,1)               |
| 2761 | (1, 8, 0, 5) | (1, 8, 5, 5) | t(3,0)               |
| 2762 | (0, 8, 1, 3) | (0, 8, 0, 2) | t(4,3)               |
| 2763 | (0, 8, 2, 4) | (0, 8, 1, 3) | t(4,4)               |
| 2764 | (0, 8, 3, 4) | (0, 8, 2, 3) | t(4,4)               |
| 2765 | (0, 8, 3, 5) | (0, 8, 2, 4) | t(4,5)               |
| 2766 | (0, 8, 4, 5) | (0, 8, 3, 5) | t(3,4)               |
| 2767 | (0, 8, 4, 4) | (0, 8, 3, 4) | t(3,4)               |
| 2768 | (0, 8, 5, 4) | (0, 8, 4, 4) | t(3,5)               |
| 2769 | (10, 8, 2, 4) | (10, 8, 1, 4) | t(3,2)               |
| 2770 | (10, 8, 3, 4) | (10, 8, 2, 4) | t(3,3)               |
| 2771 | (10, 8, 4, 4) | (10, 8, 3, 4) | t(3,4)               |
| 2772 | (10, 8, 1, 3) | (10, 8, 0, 3) | t(3,1)               |
| 2773 | (10, 8, 2, 3) | (10, 8, 1, 3) | t(3,2)               |
| 2774 | (10, 8, 3, 3) | (10, 8, 2, 3) | t(3,3)               |
| 2775 | (10, 8, 4, 3) | (10, 8, 3, 3) | t(3,4)               |
| 2776 | (9, 8, 2, 4) | (9, 8, 1, 4) | t(3,2)               |
| 2777 | (9, 8, 3, 4) | (9, 8, 2, 4) | t(3,3)               |
| 2778 | (4, 8, 4, 4) | (4, 8, 4, 3) | t(4,4)               |
| 2779 | (10, 8, 0, 2) | (10, 8, 5, 2) | t(3,0)               |
| 2780 | (9, 7, 1, 4) | (9, 7, 0, 4) | t(3,1)               |
| 2781 | (10, 7, 2, 5) | (10, 7, 1, 5) | t(3,2)               |
| 2782 | (10, 7, 2, 0) | (10, 7, 1, 0) | t(3,2)               |
| 2783 | (10, 7, 3, 1) | (10, 7, 2, 1) | t(3,3)               |
| 2784 | (10, 7, 4, 1) | (10, 7, 3, 0) | t(4,1)               |
| 2785 | (0, 7, 3, 0) | (0, 7, 2, 0) | t(3,3)               |
| 2786 | (0, 7, 3, 1) | (0, 7, 2, 1) | t(3,3)               |
| 2787 | (0, 7, 4, 0) | (10, 7, 3, 0) | t(3,4)               |
| 2788 | (0, 7, 4, 1) | (10, 7, 3, 0) | t(4,1)               |
| 2789 | (0, 7, 4, 2) | (0, 7, 3, 2) | t(3,4)               |
| 2790 | (0, 7, 5, 1) | (0, 7, 4, 1) | t(3,5)               |
| 2791 | (0, 7, 5, 2) | (0, 7, 4, 1) | t(4,2)               |
| 2792 | (1, 7, 4, 1) | (1, 7, 3, 1) | t(3,4)               |
| 2793 | (1, 7, 4, 2) | (1, 7, 3, 2) | t(3,4)               |
| 2794 | (1, 7, 5, 1) | (0, 7, 4, 1) | t(3,5)               |
| 2795 | (1, 7, 5, 2) | (0, 7, 4, 1) | t(4,2)               |
| 2796 | (1, 7, 0, 2) | (1, 7, 5, 2) | t(3,0)               |
| 2797 | (1, 7, 1, 2) | (1, 7, 0, 2) | t(3,1)               |
| 2798 | (1, 7, 2, 2) | (1, 7, 1, 2) | t(3,2)               |
| 2799 | (1, 7, 3, 2) | (1, 7, 2, 2) | t(3,3)               |
| 2800 | (1, 7, 0, 1) | (1, 7, 5, 1) | t(3,0)               |
| 2801 | (1, 7, 1, 1) | (1, 7, 0, 1) | t(3,1)               |
| 2802 | (1, 7, 2, 1) | (1, 7, 1, 1) | t(3,2)               |
| 2803 | (1, 7, 3, 1) | (1, 7, 2, 1) | t(3,3)               |
| 2804 | (0, 7, 0, 2) | (0, 7, 5, 2) | t(3,0)               |
| 2805 | (0, 7, 1, 2) | (0, 7, 0, 2) | t(3,1)               |
| 2806 | (0, 7, 2, 2) | (0, 7, 1, 2) | t(3,2)               |
| 2807 | (0, 7, 3, 2) | (0, 7, 2, 2) | t(3,3)               |
| 2808 | (0, 7, 0, 1) | (0, 7, 5, 1) | t(3,0)               |
| 2809 | (0, 7, 1, 1) | (0, 7, 0, 1) | t(3,1)               |
| 2810 | (0, 7, 2, 1) | (0, 7, 1, 1) | t(3,2)               |
| 2811 | (0, 7, 5, 0) | (0, 7, 4, 0) | t(3,5)               |
| 2812 | (1, 7, 4, 0) | (1, 7, 3, 0) | t(3,4)               |
| 2813 | (1, 7, 5, 0) | (0, 7, 4, 0) | t(3,5)               |
| 2814 | (1, 7, 0, 0) | (1, 7, 5, 0) | t(3,0)               |
| 2815 | (1, 7, 1, 0) | (1, 7, 0, 0) | t(3,1)               |
| 2816 | (1, 7, 2, 0) | (1, 7, 1, 0) | t(3,2)               |
| 2817 | (1, 7, 3, 0) | (1, 7, 2, 0) | t(3,3)               |
